"#","ML #","St","Current Price","List Price","Sale Price","Address","Zip Code","Owner Zip Code","Beds Total","Baths Total","Sq Ft Total","Type","Assessed Value","Basement Description","Additional Exterior Features","Additional Interior Features","Additional Rooms","Additional Structures","Attic Description","Change Date","Chng Info","City","City Village Tax","Close Date","Closed Date Received","Chng Type","Contract Date","DOM","Driveway Description","Expiration Date","Floor Description","Garage Description","Heating Fuel Description","Furnished YN","List Date","Listing Type","Lot Dimensions Depth","Lot Dimensions Frontage","Lot Information"
"3501","B466776","S","$74,900","$69,900","$74,900","121 Maple AVE","14141","14141","2","1.0","720","RES","$29,500","Full","Deck, Storage, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some","1st Floor Bedroom, Laundry-Basement, Porch - Open","","Crawl Space","","NEW","Concord","$480","04/13/2015","04/20/2015","","01/26/2015","14","Stone/Gravel","","Hardwood-Some, Laminate-Some, Linoleum/Vinyl, Wall To Wall Carpet-Some","Attached","Electric","","01/12/2015","Exclusive Right To Sell","170","60","Neighborhood Street"
"3501","B463280","S","$25,500","$25,500","$25,500","222 Elm ST","14141","","3","2.0","1,568","RES","$59,200","Full","Deck","Circuit Breakers - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-1st Floor, Living Room, Master Bedroom Bath","","None","","NEW","Concord","$964","02/05/2015","02/05/2015","","10/21/2014","2","Blacktop","","Wall To Wall Carpet-Some","No Garage","Gas","","10/19/2014","Exclusive Right To Sell","187","343","Neighborhood Street"
"3501","B480309","S","$121,713","$119,900","$121,713","9024 Roanoke RD","14143","14143","3","1.0","1,102","RES","$88,700","Exterior Walkout, Full","Cable TV Available, Deck, Thermal Windows - Some","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","1st Floor Bedroom, 1st Floor Master Bedroom, Laundry-Basement, Living Room, Porch - Open","","Crawl Space","","NEW","Stafford","$0","10/09/2015","10/09/2015","","07/22/2015","9","Blacktop","","Ceramic-Some, Hardwood-Some, Resilient-Some, Wall To Wall Carpet-Some","No Garage","Gas","","07/13/2015","Exclusive Right To Sell","280","124","Agricultural District, Rural Road"
"3501","B456639","S","$72,000","$74,900","$72,000","8181 Prole Road EXT","14422","","2","1.0","1,164","RES","$67,300","Crawl Space","Cable TV Available","Cathedral Ceiling, Circuit Breakers - Some","1st Floor Bedroom, Laundry-1st Floor, Living Room","","None","","NEW","Stafford","$0","02/03/2015","02/05/2015","","07/17/2014","3","Stone/Gravel","","Laminate-Some, Linoleum/Vinyl","No Garage","Oil, Wood","","07/14/2014","Exclusive Right To Sell","0","0","Rural Road, Wooded Lot"
"3501","B484127","S","$28,000","$30,900","$28,000","245 Porter Lynch RD","13668","","4","1.1","1,380","RES","$74,000","Full","Storage, Thermal Windows - Some, Wood Screens/Storms-some","Ceiling Fan, Sump Pump","1st Floor Bedroom, Living Room, Porch - Enclosed","","None","","NEW","Stockholm","$0","10/23/2015","11/03/2015","","09/11/2015","11","Blacktop","","Linoleum/Vinyl, Wall To Wall Carpet-Some, Wood-Some","2nd Garage, Attached","Oil","","08/31/2015","Exclusive Right To Sell","218","365","Rural Road"
"3501","B462809","S","$129,250","$130,000","$129,250","839 Gallup RD","14559","14559","3","1.1","1,836","RES","$157,700","Full, Partially Finished","Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Security System - Owned, Sliding Glass Door","1st Floor Bedroom, Basement / Rec Room","Barn / Outbuilding","Crawl Space","","NEW","Sweden","$0","01/09/2015","01/16/2015","","10/18/2014","8","Blacktop","","Hardwood-Some","Attached","Gas","","10/10/2014","Exclusive Right To Sell","600","266","Green Area, Secondary Road, Wooded Lot"
"3501","B475067","S","$170,000","$159,900","$170,000","15 Tussing LN","14150","14150","4","3.0","2,184","RES","$144,000","Full, Partially Finished","Balcony, Cable TV Available, Fully Fenced Yard, Other - See Remarks","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Natural Woodwork - some, Other - See Remarks, Skylight, Sliding Glass Door, Sump Pump","Basement / Rec Room, Family Room, Laundry-Basement","","Partial","","NEW","Tonawanda-City","$2,450","07/31/2015","08/01/2015","","05/24/2015","7","Concrete","","Linoleum/Vinyl, Wall To Wall Carpet-Some","Detached","Gas","","05/17/2015","Exclusive Right To Sell","144","35","Neighborhood Street"
"3501","B484554","S","$161,000","$164,900","$161,000","190 Wadsworth AVE","14150","14150","3","1.1","2,015","RES","$150,000","Full, Partially Finished","Cable TV Available, Fully Fenced Yard, Garage Door Opener","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some","Foyer/Entry Hall, Laundry-Basement, Living Room, Office, Porch - Open","Shed","Full","","NEW","Tonawanda-City","$2,509","11/23/2015","12/03/2015","","09/20/2015","12","Concrete","","Hardwood-Some, Linoleum/Vinyl","Attached","Gas","","09/08/2015","Exclusive Right To Sell","117","60","Neighborhood Street"
"3501","B483580","S","$150,000","$150,000","$150,000","53 Elmwood PARK W","14150","14150","3","1.0","1,793","RES","$102,000","Finished, Partial","Fully Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some","Living Room","","Full","","NEW","Tonawanda-City","$1,000","08/24/2015","08/24/2015","","08/24/2015","0","Blacktop","","Laminate-Some, Tile-Some, Wood-Some","Detached","Gas","","08/24/2015","Exclusive Right To Sell","166","40","Neighborhood Street"
"3501","B474344","S","$149,900","$149,900","$149,900","24 Dekalb ST","14150","14150","3","1.0","1,700","RES","$104,000","Full","Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some","Foyer/Entry Hall, Living Room, Porch - Enclosed","","Full","","NEW","Tonawanda-City","$1,740","08/14/2015","08/14/2015","","06/01/2015","21","Concrete","","Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Detached","Gas","","05/11/2015","Exclusive Right To Sell","120","45","Neighborhood Street"
"3501","B470528","S","$145,000","$145,000","$145,000","22 Baker Ter","14150","14150","3","2.0","1,342","RES","$119,000","Full","Cable TV Available, Garage Door Opener, Partially Fenced Yard, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Pex Plumbing- Some, Sliding Glass Door, Water Softener - Owned, Whirlpool Tub","1st Floor Bedroom, 1st Floor Master Bedroom, Family Room, Laundry-Basement, Master Bedroom Bath","","Crawl Space","","NEW","Tonawanda-City","$1,991","06/08/2015","06/10/2015","","03/28/2015","4","Blacktop","","Ceramic-Some, Hardwood-Some, Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","03/24/2015","Exclusive Right To Sell","110","90","Corner Lot"
"3501","B479719","S","$145,000","$139,900","$145,000","168 Duffy DR","14150","14150","3","1.1","1,014","RES","$109,000","Full","Barbecue, Fully Fenced Yard, Garage Door Opener, Patio","Ceiling Fan, Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Laundry-Basement, Living Room","Shed","Crawl Space","","NEW","Tonawanda-City","$1,823","10/16/2015","10/21/2015","","07/09/2015","1","Concrete","","Hardwood-Some, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","07/08/2015","Exclusive Right To Sell","199","89","Neighborhood Street"
"3501","B481450","S","$145,000","$149,900","$145,000","303 Wadsworth CT","14150","14217","3","2.0","2,140","RES","$150,000","Crawl Space, Finished","Deck, Garage Door Opener, Partially Fenced Yard","Circuit Breakers - Some, Copper Plumbing - Some, Drapes - Some, Sliding Glass Door, Sump Pump, Wet Bar","Basement / Rec Room, Foyer/Entry Hall, Laundry-Basement, Porch - Open","","Crawl Space","","NEW","Tonawanda-City","$2,509","11/04/2015","11/20/2015","","08/22/2015","25","Concrete","","Laminate-Some, Wall To Wall Carpet-Some","Attached","Gas","","07/28/2015","Exclusive Right To Sell","120","75","Corner Lot, Cul De Sac"
"3501","B482510","S","$139,900","$139,900","$139,900","34 Mullen ST","14150","14150","3","2.0","1,776","RES","$106,000","Full","Balcony, Fully Fenced Yard, Garage Door Opener","Circuit Breakers - Some, Copper Plumbing - Some, Sump Pump","Bonus Room, Den/Study, Florida/Sun Room- Heated, Office, Porch - Enclosed","","Full","","NEW","Tonawanda-City","$1,773","10/16/2015","10/28/2015","","08/10/2015","0","Concrete","","Hardwood-Some, Laminate-Some, Tile-Some, Wall To Wall Carpet-Some","Detached","Gas","","08/10/2015","Exclusive Right To Sell","120","40","Neighborhood Street"
